service_id,date,exception_type
10894,20121205,1
10894,20121206,1
10894,20121207,1
10895,20121204,1
10895,20121205,1
10895,20121206,1
10895,20121207,1
10895,20121208,1
10901,20121109,2
10903,20121126,1
10903,20121127,1
10903,20121128,1
10903,20121129,1
10903,20121130,1
10903,20121201,1
10903,20121202,1
10903,20121203,1
10903,20121204,1
10903,20121205,1
10903,20121206,1
10903,20121207,1
10903,20121208,1
10903,20121109,2
10903,20121203,2
10903,20121204,2
10903,20121205,2
10903,20121206,2
10903,20121207,2
10899,20130115,2
10899,20130116,2
10899,20130117,2
10899,20130118,2
10899,20130119,2
10906,20121030,1
10906,20121031,1
10906,20121101,1
10906,20121102,1
10906,20121103,1
10906,20121106,1
10906,20121107,1
10906,20121108,1
10906,20121109,1
10906,20121204,1
10906,20121205,1
10906,20121206,1
10906,20121207,1
10906,20121208,1
10907,20121103,1
10907,20121101,2
10907,20121102,2
10905,20121101,1
10905,20121102,1
10905,20121204,1
10905,20121205,1
10905,20121206,1
10905,20121207,1
10905,20121208,1
10908,20121126,1
10908,20121127,1
10908,20121128,1
10908,20121129,1
10908,20121130,1
10908,20121201,1
10908,20121202,1
10908,20121203,1
10908,20121110,2
10897,20121203,2
10897,20121204,2
10897,20121205,2
10897,20121206,2
10897,20121207,2
10910,20130114,2
10910,20130115,2
10910,20130116,2
10910,20130117,2
10910,20130118,2
10910,20130121,2
10910,20130122,2
10910,20130123,2
10910,20130124,2
10910,20130125,2
10910,20130128,2
10910,20130129,2
10910,20130130,2
10910,20130131,2
10910,20130201,2
10911,20121110,2
10912,20130115,2
10912,20130116,2
10912,20130117,2
10912,20130118,2
10912,20130119,2
10912,20130122,2
10912,20130123,2
10912,20130124,2
10912,20130125,2
10912,20130126,2
10912,20130129,2
10912,20130130,2
10912,20130131,2
10912,20130201,2
10912,20130202,2
10995,20130108,2
10995,20130109,2
10995,20130110,2
10995,20130111,2
10995,20130112,2
10995,20130115,2
10995,20130116,2
10995,20130117,2
10995,20130118,2
10995,20130119,2
10995,20130129,2
10995,20130130,2
10995,20130131,2
10995,20130201,2
10995,20130202,2
10994,20130107,2
10994,20130108,2
10994,20130109,2
10994,20130110,2
10994,20130111,2
10994,20130114,2
10994,20130115,2
10994,20130116,2
10994,20130117,2
10994,20130118,2
10994,20130128,2
10994,20130129,2
10994,20130130,2
10994,20130131,2
10994,20130201,2
10585,20121102,1
10585,20121226,1
10585,20130102,1
10587,20121211,1
10587,20121212,1
10587,20121213,1
10587,20121214,1
10587,20121215,1
10587,20121216,1
10587,20121218,1
10587,20121219,1
10587,20121220,1
10587,20121221,1
10587,20121222,1
10587,20121223,1
10587,20130115,1
10587,20130116,1
10587,20130117,1
10587,20130118,1
10587,20130119,1
10587,20130120,1
10587,20130122,1
10587,20130123,1
10587,20130124,1
10587,20130125,1
10587,20130126,1
10587,20130127,1
10587,20130129,1
10587,20130130,1
10587,20130131,1
10587,20130201,1
10587,20130202,1
10587,20130203,1
10587,20130205,1
10587,20130206,1
10586,20121210,1
10586,20121211,1
10586,20121212,1
10586,20121213,1
10586,20121214,1
10586,20121215,1
10586,20121217,1
10586,20121218,1
10586,20121219,1
10586,20121220,1
10586,20121221,1
10586,20121222,1
10586,20130114,1
10586,20130115,1
10586,20130116,1
10586,20130117,1
10586,20130118,1
10586,20130119,1
10586,20130121,1
10586,20130122,1
10586,20130123,1
10586,20130124,1
10586,20130125,1
10586,20130126,1
10586,20130128,1
10586,20130129,1
10586,20130130,1
10586,20130131,1
10586,20130201,1
10586,20130202,1
10586,20130204,1
10586,20130205,1
10586,20130206,1
10586,20130207,1
10586,20130208,1
10586,20130206,2
10586,20130207,2
